contribution;tag;corpus;question;count
31 950;Taxe sur les plus gros pollueurs;Taxation des bateaux, camions et avions plutôt que les usagers de voiture individuelle.&&Favoriser l'agriculture biologique et taxer les agricultures polluantes.&&Continuer à faire progresser led énergies renouvelables.&&Fermer les centrales nucléaires pour supprimer les déchets radioactifs.&&Supprimer les suremballages et favoriser la vente en vrac.&&Favoriser la réduction de consommation de viande afin de ne pas utiliser les terres françaises pour nourrir trop de bétail.&&Relocaliser les entreprises en campagnes pour éviter les déplacements et fluidifier les agglomérations...;TE13;1
31 950;Changement mode de consommation;Taxation des bateaux, camions et avions plutôt que les usagers de voiture individuelle.&&Favoriser l'agriculture biologique et taxer les agricultures polluantes.&&Continuer à faire progresser led énergies renouvelables.&&Fermer les centrales nucléaires pour supprimer les déchets radioactifs.&&Supprimer les suremballages et favoriser la vente en vrac.&&Favoriser la réduction de consommation de viande afin de ne pas utiliser les terres françaises pour nourrir trop de bétail.&&Relocaliser les entreprises en campagnes pour éviter les déplacements et fluidifier les agglomérations...;TE13;1
31 950;Limitation emballages plastique;Taxation des bateaux, camions et avions plutôt que les usagers de voiture individuelle.&&Favoriser l'agriculture biologique et taxer les agricultures polluantes.&&Continuer à faire progresser led énergies renouvelables.&&Fermer les centrales nucléaires pour supprimer les déchets radioactifs.&&Supprimer les suremballages et favoriser la vente en vrac.&&Favoriser la réduction de consommation de viande afin de ne pas utiliser les terres françaises pour nourrir trop de bétail.&&Relocaliser les entreprises en campagnes pour éviter les déplacements et fluidifier les agglomérations...;TE13;1
31 950;Agriculture raisonnée, bio, circuits courts;Taxation des bateaux, camions et avions plutôt que les usagers de voiture individuelle.&&Favoriser l'agriculture biologique et taxer les agricultures polluantes.&&Continuer à faire progresser led énergies renouvelables.&&Fermer les centrales nucléaires pour supprimer les déchets radioactifs.&&Supprimer les suremballages et favoriser la vente en vrac.&&Favoriser la réduction de consommation de viande afin de ne pas utiliser les terres françaises pour nourrir trop de bétail.&&Relocaliser les entreprises en campagnes pour éviter les déplacements et fluidifier les agglomérations...;TE13;1
31 950;Arrêter le nucléaire;Taxation des bateaux, camions et avions plutôt que les usagers de voiture individuelle.&&Favoriser l'agriculture biologique et taxer les agricultures polluantes.&&Continuer à faire progresser led énergies renouvelables.&&Fermer les centrales nucléaires pour supprimer les déchets radioactifs.&&Supprimer les suremballages et favoriser la vente en vrac.&&Favoriser la réduction de consommation de viande afin de ne pas utiliser les terres françaises pour nourrir trop de bétail.&&Relocaliser les entreprises en campagnes pour éviter les déplacements et fluidifier les agglomérations...;TE13;1
31 950;Développer les énergies renouvelables;Taxation des bateaux, camions et avions plutôt que les usagers de voiture individuelle.&&Favoriser l'agriculture biologique et taxer les agricultures polluantes.&&Continuer à faire progresser led énergies renouvelables.&&Fermer les centrales nucléaires pour supprimer les déchets radioactifs.&&Supprimer les suremballages et favoriser la vente en vrac.&&Favoriser la réduction de consommation de viande afin de ne pas utiliser les terres françaises pour nourrir trop de bétail.&&Relocaliser les entreprises en campagnes pour éviter les déplacements et fluidifier les agglomérations...;TE13;1
4 760;Etre plus à l'écoute;Demander écouter les personnes directement concernées par des projets/problèmes/réformes et ne pas se contenter uniquement des avis d'experts n'ayant pas mis le pied sur le terrain.;OE11;1
14 770;Lenteur administrative;Trop de fonctionnaires avec au final des dossiers qui n'avancent jamais;OE9;1
14 770;Diminution du nombre de fonctionnaires, parlementaires, ministres et hauts fonctionnaires;Trop de fonctionnaires avec au final des dossiers qui n'avancent jamais;OE9;1
29 940;Décentralisation;Plus de députés mais avec des salaires plafonnés à 3 fois le smic horaires.&&Plus de pouvoir au communauté de commune et disparition des départements au profit des régions;OE9;1
29 940;Diminution salaires et suppression des avantages des parlementaires, ministres et hauts fonctionnaires;Plus de députés mais avec des salaires plafonnés à 3 fois le smic horaires.&&Plus de pouvoir au communauté de commune et disparition des départements au profit des régions;OE9;1
30 050;Colère;C'est pas a l'échelle de la France que les choses peuvent changé. La france peut devenir un pays vert, sa ne changera strictement rien si les plus gros pays pollueurs asiatique et américains ne s'y mette pas. Et moi je ne donne pas un centime pour quelque chose d'inutile;TE13;1
39 890;Plus de moyens aux communes / plus de décentralisation;Il faudrait reprendre le chemin de la décentralisation plutôt que de la déconcentration et de la centralisation tel qu'on l'observe. Le rapport de force entre Paris et les autres villes françaises est criant : il serait temps d'arrêter de tout concentrer dans cette ville, notamment les pouvoirs de l'Etat.;OE11;1
30 320;Simplification démarche administratives;Abolir totalement les numéros de téléphone surtaxés, au contraire , que toutes les administrations soient joignables par numéro vert .;OE11;1
30 430;Services médicaux dans les zones rurales;Meilleure service de santé;OE11;1
30 870;Décentralisation;La logique decentralisatrice est bonne, mais la France doit rester unitaire. Accorder encore plus de place aux métropoles est une bonne piste. Il faudrait en revanche réfléchir à la place de l'état dans les zones très rurales.;OE9;1
40 070;Plus de moyens aux communes / plus de décentralisation;Investir dans ces territoires plutôt que dans les territoires plus aisés et défavoriser l’élitisme;OE11;1
13 473;Défiance vis à vis de la classe politique;Je pence qu'il faudrait viré tout les élites, refaire toute l'organisation de l'état depuis le début, il y a trop de corruption entre l'organisation et  l'administration.;OE9;1
26 820;En étant proche des gens / présence physique;Faire vivre les réseaux transport, poste, et petits commerces par des incitations à s’installer ou reprendre;OE11;1
26 820;Plus de moyens aux communes / plus de décentralisation;Faire vivre les réseaux transport, poste, et petits commerces par des incitations à s’installer ou reprendre;OE11;1
26 820;Inciter à la mobilité;Faire vivre les réseaux transport, poste, et petits commerces par des incitations à s’installer ou reprendre;OE11;1
31 290;Etre plus à l'écoute;Les écouter;OE11;1
31 380;Etre plus à l'écoute;Aller sur le terrain voir comment ça marche. Rencontrer les agriculteurs et les écouter. Pas normal qu’ils aient le plus fort taux de suicide.;OE11;1
31 380;En étant proche des gens / présence physique;Aller sur le terrain voir comment ça marche. Rencontrer les agriculteurs et les écouter. Pas normal qu’ils aient le plus fort taux de suicide.;OE11;1
40 370;Simplification démarche administratives;Répartition plus égalitaire &&Plus d'accessibilité et moins de choses faites par internet;OE11;1
30 340;Développement voiture électrique;Donner plus d’aides pour les énergies renouvelles, voiture éclectiques&&Faire + de tri sélectif dans les communes;TE13;1
30 340;Limitation emballages plastique;Donner plus d’aides pour les énergies renouvelles, voiture éclectiques&&Faire + de tri sélectif dans les communes;TE13;1
30 340;Développer les énergies renouvelables;Donner plus d’aides pour les énergies renouvelles, voiture éclectiques&&Faire + de tri sélectif dans les communes;TE13;1
30 340;Plus de recyclage;Donner plus d’aides pour les énergies renouvelles, voiture éclectiques&&Faire + de tri sélectif dans les communes;TE13;1
13 600;En étant proche des gens / présence physique;augmenter les agents polyvalent mobile;OE11;1
13 600;Simplification démarche administratives;augmenter les agents polyvalent mobile;OE11;1
18 350;Taxe sur les plus gros pollueurs;Ce sont les grosses entrprises et grandes marques qu'il faut punir. Ce sont les principaux acteurs de la destruction de la planète (huile de palme, glyphosate, déforestation, disparition de certaines espèces d'animaux terrestres et marins...);TE13;1
18 350;Lois et accords commerciaux plus restrictifs;Ce sont les grosses entrprises et grandes marques qu'il faut punir. Ce sont les principaux acteurs de la destruction de la planète (huile de palme, glyphosate, déforestation, disparition de certaines espèces d'animaux terrestres et marins...);TE13;1
29 240;Etre plus à l'écoute;Plus de démocratie participative;OE11;1
29 240;Plus de transparence;Plus de démocratie participative;OE11;1
31 690;Simplification de l'administration et des services publics;Être moins bureautique;OE9;1
31 730;Changement mode de consommation;Il faut penser au recyclage avant de concevoir et de commercialiser tout et n importe quoi, il faut inciter les fabricants à vendre des pièces détachées à des prix corrects pour éviter le gaspillage, il faut favoriser les produits locaux et aider les agriculteurs à passer à une agriculture respectueuse de nos ressources il faut;TE13;1
31 730;Agriculture raisonnée, bio, circuits courts;Il faut penser au recyclage avant de concevoir et de commercialiser tout et n importe quoi, il faut inciter les fabricants à vendre des pièces détachées à des prix corrects pour éviter le gaspillage, il faut favoriser les produits locaux et aider les agriculteurs à passer à une agriculture respectueuse de nos ressources il faut;TE13;1
40 640;Lenteur administrative;Trop de papiers, trop d’étapes et trop compliqué surtout quand l’accès à des personnes administratives est complexes. Prise de rendez vous compliquées, un lapse de temps énorme avant d’avoir un rendez vous.... etc;OE9;1
32 910;Plus de moyens aux communes / plus de décentralisation;Plus de moyens pour les départements et de décentralisation,  moi de parisianisme et de mégapoles;OE11;1
40 810;Diminution salaires et suppression des avantages des parlementaires, ministres et hauts fonctionnaires;Trop de monde trop payé, trop avantagé, peu compréhensible;OE9;1
5 310;Etre plus à l'écoute;En étant plus à l'écoute des citoyens des communes et éviter de faire des regroupements de collectivités;OE11;1
5 310;Plus de moyens aux communes / plus de décentralisation;En étant plus à l'écoute des citoyens des communes et éviter de faire des regroupements de collectivités;OE11;1
1 170;Plus d'internet / numérique sur tout le territoire;Installer la fibre plus rapidement sur tout le territoire;OE11;1
13 920;Etre plus à l'écoute;Les désicions doivent dependres du peuple;OE11;1
13 930;Etre plus à l'écoute;En étant présents et en reinvestissant les territoires. En recréant un vrai service public dédié à la population et disponible.;OE11;1
13 930;En étant proche des gens / présence physique;En étant présents et en reinvestissant les territoires. En recréant un vrai service public dédié à la population et disponible.;OE11;1
13 930;Simplification démarche administratives;En étant présents et en reinvestissant les territoires. En recréant un vrai service public dédié à la population et disponible.;OE11;1
13 930;Plateforme unique service publique et maison de services publics;En étant présents et en reinvestissant les territoires. En recréant un vrai service public dédié à la population et disponible.;OE11;1
18 030;Simplification de l'administration et des services publics;Il faut simplifier tout cela. La France est un des états ou il y a le plus de démarches administratives. Tout est si compliqué.;OE9;1
5 480;Plus de moyens aux communes / plus de décentralisation;parlement régionaux;OE11;1
5 550;Incitations financières au lieu de taxes;La transition écologique doit être vu sur le moyen terme et non par des hausse de taxe. Acheter localement, aider les entreprises innovantes, collecter les déchets recyclable toutes les semaines et gratuitement;TE13;1
5 550;Changement mode de consommation;La transition écologique doit être vu sur le moyen terme et non par des hausse de taxe. Acheter localement, aider les entreprises innovantes, collecter les déchets recyclable toutes les semaines et gratuitement;TE13;1
5 550;Agriculture raisonnée, bio, circuits courts;La transition écologique doit être vu sur le moyen terme et non par des hausse de taxe. Acheter localement, aider les entreprises innovantes, collecter les déchets recyclable toutes les semaines et gratuitement;TE13;1
23 810;Exemplarité des politiques;Il faut montrer l exemple au monde.;TE13;1
14 110;Plus de moyens aux communes / plus de décentralisation;améliorer les services d'éducation, médicaux et policiers en décentralisant les effectifs;OE11;1
14 110;Services médicaux dans les zones rurales;améliorer les services d'éducation, médicaux et policiers en décentralisant les effectifs;OE11;1
14 110;Simplification démarche administratives;améliorer les services d'éducation, médicaux et policiers en décentralisant les effectifs;OE11;1
41 080;Etre plus à l'écoute;Mettre en place des réunions de quartiers régulièrement (tous les mois) dans chaque quartiers, ainsi que des questionnaires à remplir domicile.;OE11;1
41 080;Plus de transparence;Mettre en place des réunions de quartiers régulièrement (tous les mois) dans chaque quartiers, ainsi que des questionnaires à remplir domicile.;OE11;1
41 080;En étant proche des gens / présence physique;Mettre en place des réunions de quartiers régulièrement (tous les mois) dans chaque quartiers, ainsi que des questionnaires à remplir domicile.;OE11;1
30 960;Faire de la transition la priorité nationale;Mettre l'ecologie au,centre du debat ce n'est pas  prendre a part mais bien dans chacune des demarches et lois proposées.;TE13;1
31 180;Lois et accords commerciaux plus restrictifs;Tous les citoyens sont en faveur de la transition écologique. Il ne manque que l'appui du gouvernement mais surtout le lâcher prise des lobbys pour y arriver;TE13;1
31 180;Arrêt lobbying;Tous les citoyens sont en faveur de la transition écologique. Il ne manque que l'appui du gouvernement mais surtout le lâcher prise des lobbys pour y arriver;TE13;1
34 162;Détail des dépenses, comptes;Lorsque des grandes dépenses sont initiées comme des travaux dans une rue ou la création d'un centre culturel par exemple, il serait bien que les opérations de communication sur le projet (print, web, ...) intègrent une sorte de sous-titre obligatoire avec la provenance des fonds :;FI7;1
35 041;nouveau mode de scrutin (proportionnelle, etc.);Modifier la manière de voter pour que les élections ou décisions soient plus juste (exemple: choix multiples);DC11;1
35 093;nouveau mode de scrutin (proportionnelle, etc.);Mettre en place un vote par internet. Améliorer la démocratie directe de proximité. Changer le mode de scrutin de l'élection présidentielle pour toujours élire le vainqueur de Condorcet. && Mettre en place un vote par internet. Améliorer la démocratie directe de proximité. Changer le mode de scrutin de l'élection présidentielle pour toujours élire le vainqueur de Condorcet.;DC11;1
35 093;vote via nouvelles technologies (internet, SMS, etc.);Mettre en place un vote par internet. Améliorer la démocratie directe de proximité. Changer le mode de scrutin de l'élection présidentielle pour toujours élire le vainqueur de Condorcet. && Mettre en place un vote par internet. Améliorer la démocratie directe de proximité. Changer le mode de scrutin de l'élection présidentielle pour toujours élire le vainqueur de Condorcet.;DC11;1
14 180;En étant proche des gens / présence physique;Garder tous les services publics au lieu de les supprimer;OE11;1
14 180;Services médicaux dans les zones rurales;Garder tous les services publics au lieu de les supprimer;OE11;1
5 770;Plus de moyens aux communes / plus de décentralisation;En favorisant l'implantation locales d'entreprises, d'artisans, de paysans.;OE11;1
12 240;Plus de transparence;Repenser l'organisation, être des gens du peuple pour le peuple et arrêter de servir leurs propres intérêts;OE11;1
11 330;Inciter à la mobilité;Transport en commun;OE11;1
36 070;Lenteur administrative;Réduire le temps pris pour répondre;OE9;1
2 130;Taxe sur les plus gros pollueurs;Amplifier la taxe carbone est inutile si les infrastructures permettant la mobilité alternative n'existe pas;TE13;1
2 130;Développement des transports en commun;Amplifier la taxe carbone est inutile si les infrastructures permettant la mobilité alternative n'existe pas;TE13;1
2 130;Développement voiture électrique;Amplifier la taxe carbone est inutile si les infrastructures permettant la mobilité alternative n'existe pas;TE13;1
36 501;Plus de proximité et d'humanité;il y a un fossé entre administrateurs et administrés, il faudrait qu'on ai une formation à l'école pour apprendre à faire toutes les démarches, et pour connaitre nos droits. du coté des administrations, il faudrait qu'ils passent des formations en médiation psychologique pour un rapport plus humain et bienveillant.;OE9;1
27 070;En étant proche des gens / présence physique;Il faut offrir un service de TRAIN de qualité desservant l'intégralité des communes possédant au moins une ligne. Il faut rendre ce service intégralement gratuit pour les chômeurs et les personnes pauvres.;OE11;1
27 070;Inciter à la mobilité;Il faut offrir un service de TRAIN de qualité desservant l'intégralité des communes possédant au moins une ligne. Il faut rendre ce service intégralement gratuit pour les chômeurs et les personnes pauvres.;OE11;1
5 860;Plus de moyens aux communes / plus de décentralisation;En créant de l’attractivité autour des  compétences historiques des régions  et en attirant l’investissement vers les nouveaux secteurs d’activité porteurs comme le numérique ou l’économie circulaire. Le travail est la priorité. Les grands hubs c’est bien mais ça lasse les villes moyennes sur le carreau;OE11;1
10 790;En étant proche des gens / présence physique;Réouvrir des services  publics de proximité partout, avec le personnel nécessaire derrière leur guichet;OE11;1
10 790;Plateforme unique service publique et maison de services publics;Réouvrir des services  publics de proximité partout, avec le personnel nécessaire derrière leur guichet;OE11;1
39 490;En étant proche des gens / présence physique;les transports en commun. les activitées. les écoles;OE11;1
39 490;Plus de moyens aux communes / plus de décentralisation;les transports en commun. les activitées. les écoles;OE11;1
39 490;Inciter à la mobilité;les transports en commun. les activitées. les écoles;OE11;1
10 880;Etre plus à l'écoute;Plus de communication, plus moderne et plus incitative, plus de m participation des citoyens;OE11;1
10 880;Plus de transparence;Plus de communication, plus moderne et plus incitative, plus de m participation des citoyens;OE11;1
2 200;Plus d'éducation;Eduquer les enfants a l'école mais aussi les adultes, consequence de la surconsommation technologique.;TE13;1
430;Plus de moyens aux communes / plus de décentralisation;Il faudrai résoudre les problèmes de désert de profession et décentraliser des services tous concentré à Paris et sa proche banlieue;OE11;1
430;Services médicaux dans les zones rurales;Il faudrai résoudre les problèmes de désert de profession et décentraliser des services tous concentré à Paris et sa proche banlieue;OE11;1
41 680;Taxe sur les plus gros pollueurs;Il faut taxer les grandes entreprises, plus elle pollue plus elle paie.;TE13;1
31 230;Défiance vis à vis de la classe politique;Gouvernement trop élitiste détaché des réalités propres à chaque territoire.&&Nécessité d'une politique de proximité plus performante.;OE9;1
31 230;Plus de proximité et d'humanité;Gouvernement trop élitiste détaché des réalités propres à chaque territoire.&&Nécessité d'une politique de proximité plus performante.;OE9;1
33 908;Consommation réduite ou vertueuse (bio, circuit court, local);Je me déplace sans voiture et j'essaie de changer mon alimentation même si j'ai pas assez d'argent pour passer au 100% bio && J'essaie de manger progressivement moins de viande, je n'ai pas de voiture, je compte passer au 100 % bio quand j'aurai les moyens;TE11;1
33 908;Régime alimentaire;Je me déplace sans voiture et j'essaie de changer mon alimentation même si j'ai pas assez d'argent pour passer au 100% bio && J'essaie de manger progressivement moins de viande, je n'ai pas de voiture, je compte passer au 100 % bio quand j'aurai les moyens;TE11;1
33 908;Transports plus verts ou réduits;Je me déplace sans voiture et j'essaie de changer mon alimentation même si j'ai pas assez d'argent pour passer au 100% bio && J'essaie de manger progressivement moins de viande, je n'ai pas de voiture, je compte passer au 100 % bio quand j'aurai les moyens;TE11;1
14 380;En étant proche des gens / présence physique;Plus de personnel;OE11;1
29 299;Plus de numérisation;Procédure internet avec validation via tiers de confiance pour carte grise ou visa. Éviter les files d’attente des 5h du matin en hiver par exemple. Moins de papiers aussi on est à l’ère du numérique mais on a jamais autant imprimé;OE9;1
34 790;Etre plus à l'écoute;renforcer la présence en territoire rural avec plus de fonctionnaires pour renseigner les administrés qui en ont besoin;OE11;1
34 790;En étant proche des gens / présence physique;renforcer la présence en territoire rural avec plus de fonctionnaires pour renseigner les administrés qui en ont besoin;OE11;1
34 790;Simplification démarche administratives;renforcer la présence en territoire rural avec plus de fonctionnaires pour renseigner les administrés qui en ont besoin;OE11;1
35 520;Etre plus à l'écoute;Déléguer pour mieux apprécier les réalités, laisser des pouvoirs aux autorités locales qui sont les plus à même de décider car plus proches des citoyens.;OE11;1
35 520;En étant proche des gens / présence physique;Déléguer pour mieux apprécier les réalités, laisser des pouvoirs aux autorités locales qui sont les plus à même de décider car plus proches des citoyens.;OE11;1
35 520;Plus de moyens aux communes / plus de décentralisation;Déléguer pour mieux apprécier les réalités, laisser des pouvoirs aux autorités locales qui sont les plus à même de décider car plus proches des citoyens.;OE11;1
2 300;Simplification de l'administration et des services publics;Les administrations sont trop lentes et trop lourdes. Il faudrait un fichier centralisé de toutes ces administrations . Un seul numéro de reconnaissance (celui de la sécurité sociale) . Que tout soit interactif. Exemple : vous vous mariez, vous avez un enfant, vous divorcez... tout se rejoint sur ce fichier et les impôts savent les changements, la caf aussi. Vous achetez un logement pareil. Toutes les administrations sont connectées entre elles et les informations sont donc disponibles.&&Le fonctionnement de l’état me convient car les assemblées se contre balancent entre elles. Par contre si l’assemblée nationale est représentante des citoyens, les sénateurs sont trop âgés et un peu hors circuit.;OE9;1
2 300;Lenteur administrative;Les administrations sont trop lentes et trop lourdes. Il faudrait un fichier centralisé de toutes ces administrations . Un seul numéro de reconnaissance (celui de la sécurité sociale) . Que tout soit interactif. Exemple : vous vous mariez, vous avez un enfant, vous divorcez... tout se rejoint sur ce fichier et les impôts savent les changements, la caf aussi. Vous achetez un logement pareil. Toutes les administrations sont connectées entre elles et les informations sont donc disponibles.&&Le fonctionnement de l’état me convient car les assemblées se contre balancent entre elles. Par contre si l’assemblée nationale est représentante des citoyens, les sénateurs sont trop âgés et un peu hors circuit.;OE9;1
2 300;Plus de numérisation;Les administrations sont trop lentes et trop lourdes. Il faudrait un fichier centralisé de toutes ces administrations . Un seul numéro de reconnaissance (celui de la sécurité sociale) . Que tout soit interactif. Exemple : vous vous mariez, vous avez un enfant, vous divorcez... tout se rejoint sur ce fichier et les impôts savent les changements, la caf aussi. Vous achetez un logement pareil. Toutes les administrations sont connectées entre elles et les informations sont donc disponibles.&&Le fonctionnement de l’état me convient car les assemblées se contre balancent entre elles. Par contre si l’assemblée nationale est représentante des citoyens, les sénateurs sont trop âgés et un peu hors circuit.;OE9;1
536;Lenteur administrative;Trop de temps perdu, trop d'argent gaspillé;OE9;1
40 391;Décentralisation;Plus de proximité est nécessaire  il faut redonner du poids aux communes;OE9;1
40 391;Plus de proximité et d'humanité;Plus de proximité est nécessaire  il faut redonner du poids aux communes;OE9;1
8 840;Incompétence et inefficacité;Il n'y à pas d'organisation c'est du grand n'importe quoi et c'est très mal géré. && Le peuple français est très mal géré. Aucune aide. Délaissement totale, tout pour les riches. Rien pour les plus démunis et sans oublié les retraités qui ont travaillé toute leur vie pour finir à fouiller dans les poubelles. Ou ceux qui travaillent comme des chiens pour ne rien avoir à manger. C'est lamentable. && Étant au chômage car il n'y a pas assez d'emploi je n'ai aucune aide je n'ai même pas le droit au resto du cœur. J'ai aucune aide financière. Je doit faire le mois avec 936€ d'allocations chômage. && Il faudrait créer plus d'emploi plutôt que de ne pas reconduire les contrats faute de déficit. Pourquoi un déficit telle est la question. Je suis dégouté d'être gouverné par une telle personne.;OE9;1
8 840;Défiance vis à vis de la classe politique;Il n'y à pas d'organisation c'est du grand n'importe quoi et c'est très mal géré. && Le peuple français est très mal géré. Aucune aide. Délaissement totale, tout pour les riches. Rien pour les plus démunis et sans oublié les retraités qui ont travaillé toute leur vie pour finir à fouiller dans les poubelles. Ou ceux qui travaillent comme des chiens pour ne rien avoir à manger. C'est lamentable. && Étant au chômage car il n'y a pas assez d'emploi je n'ai aucune aide je n'ai même pas le droit au resto du cœur. J'ai aucune aide financière. Je doit faire le mois avec 936€ d'allocations chômage. && Il faudrait créer plus d'emploi plutôt que de ne pas reconduire les contrats faute de déficit. Pourquoi un déficit telle est la question. Je suis dégouté d'être gouverné par une telle personne.;OE9;1
8 840;Plus de moyens;Il n'y à pas d'organisation c'est du grand n'importe quoi et c'est très mal géré. && Le peuple français est très mal géré. Aucune aide. Délaissement totale, tout pour les riches. Rien pour les plus démunis et sans oublié les retraités qui ont travaillé toute leur vie pour finir à fouiller dans les poubelles. Ou ceux qui travaillent comme des chiens pour ne rien avoir à manger. C'est lamentable. && Étant au chômage car il n'y a pas assez d'emploi je n'ai aucune aide je n'ai même pas le droit au resto du cœur. J'ai aucune aide financière. Je doit faire le mois avec 936€ d'allocations chômage. && Il faudrait créer plus d'emploi plutôt que de ne pas reconduire les contrats faute de déficit. Pourquoi un déficit telle est la question. Je suis dégouté d'être gouverné par une telle personne.;OE9;1
989;Diminution du nombre de fonctionnaires, parlementaires, ministres et hauts fonctionnaires;Je pense qu'il y a trop de personnels dans certains secteurs de l'administration.&&L'état a lui beaucoup trop de personnels (député, personnel au service d'un ministre...)&&Je pense qu'elle devrait évoluer en milieu rural, là où les citoyens ne peuvent pas forcément se déplacer dans les villes alentours;OE9;1
1 320;Etre plus à l'écoute;être a l écoute des citoyens ! &&revoir l offre et la demande dans chaques territoires pour mieux répondre aux attentes qui seront différentes dans chaque régions;OE11;1
41 890;Favoriser le nucléaire;Amélioration des énergies renouvelables mais le nucléaire reste la meilleure solution actuellement possible.&&Financement de recherche sur le fusion nucléaire et un nucléaire plus propre et amélioration des dispositifs de sécurité et maintenance des centrales nucléaires;TE13;1
41 890;Développer les énergies renouvelables;Amélioration des énergies renouvelables mais le nucléaire reste la meilleure solution actuellement possible.&&Financement de recherche sur le fusion nucléaire et un nucléaire plus propre et amélioration des dispositifs de sécurité et maintenance des centrales nucléaires;TE13;1
42 070;Etre plus à l'écoute;En posant la question au premiers concernés;OE11;1
42 130;Taxe sur les plus gros pollueurs;Taxer plus le carburant des avions paquebots et grosses usines qui polluent un maximum;TE13;1
12 570;Lois et accords commerciaux plus restrictifs;Que le gouvernement interviennent auprès des sociétés qui ne respectent pas la transition écologique;TE13;1
40 820;Horaires d'ouverture inadaptés;Plus de disponibilités.;OE9;1
25 230;Plus d'internet / numérique sur tout le territoire;Améliorer les transports / l'accès au numérique / les infrastructures en général pour améliorer l'attractivité;OE11;1
25 230;Inciter à la mobilité;Améliorer les transports / l'accès au numérique / les infrastructures en général pour améliorer l'attractivité;OE11;1
8 270;Services médicaux dans les zones rurales;Instaurer un véritable maillage de transports publics reguliers entre chaque ville moyenne de province. Ne plus fusionner ou supprimer des services hospitaliers mais les reimplanter dans les endroits ou il ny en a pas dans un périmètre alentour, quitte à ce que ce ne soit pas rentable ou à l'équilibre. Donner des bonus aux médecins et entreprises qui choisissent de s'installer dans ces zones en difficulté pour les soutenir.;OE11;1
