customer_id,question_name,answer,theme
18237,DC11,Rendre le vote obligatoire,Démocratie et citoyenneté
18238,DC11,"Ils faudrait modifier les droit de l'homme les faire apprendre en primaire et au collège et au lycée jusqu'à la fin même au travail && Réformé la justice les policiers car ils gaze et vise sans raison valable && Et la justice ne doit plus être aveugle des méfaits des gens qui sont bon ou pas bon ! && Et que marléne schiappa démissionne et macron démission && Des aides des abris pour les sans domicile fixe && Puis pour les itep, 
Pour les jeune ayant des troubles du comportement des internat comme dans le temps plutôt que des itep ! On se tape la honte nous ! && Puis des aide pour les adultes de 18 ans a 35 ans ! && Des gens qui interviennent dans les quartiers les villes comme bellevue, bouguenais 44340 && Des gens des animateurs des éducateur qui interviennent dans les campagnes comme bouguenais, treilliere && Puis pu de mairie des les villes mais plutôt un bâtiment de rassemblement avec un chef de ville ! Qui sera élus par les citoyens avec un vote obligatoire tout les 2 ans",Démocratie et citoyenneté
18241,DC11,Avoir des candidats honnêtes et respectueux,Démocratie et citoyenneté
18254,DC11,Comptabiliser le vote blanc et auquel cas rendre le vote obligatoire.,Démocratie et citoyenneté
18262,DC11,"Franchement je ne vois pas !
On ne va quand même pas payer les gens pour qu’ils votent ??
Ou alors un petit séjour en Corée...",Démocratie et citoyenneté
18266,DC11,"Expliquer de manière plus claire les différents programmes, que les médias soient réellement impartiaux lors de leur explication et éduquer des le collège/lycée à l’importance du vote et des répercussions de leur vote/non vote",Démocratie et citoyenneté
18295,DC11,Que les politiques de tout bord fassent correctement leurs taf et la les gens s intéresseront peut être plus aux élections,Démocratie et citoyenneté
18296,DC11,"Organisation de réunion de partage dans les communes? Information via des canaux numériques sur les programmes, les mesures ?",Démocratie et citoyenneté
18302,DC11,"Il y a plusieurs façons 
Référendum 
Installer des citoyens non élus tirés au sort aux côtés des élus pour chaque commission ou décision importante et pour une période limitée",Démocratie et citoyenneté
18342,DC11,Vu ce qui ce passe en ce moment les personnes sont déjà plus concerner les gens bouge marre de tout ce gouvernement,Démocratie et citoyenneté
18344,DC11,Vote obligatoire sous peine d’amende,Démocratie et citoyenneté
18355,DC11,Arrêté de mentir aux français,Démocratie et citoyenneté
18356,DC11,Installé le ric pour tout même pour déchoir un député ou tout autres personnes de l etat,Démocratie et citoyenneté
18361,DC11,"C’est ici aussi un problème d’éducation on ne sensibilise pas assez nos jeunes aux choses de l’état, la plupart ne savent pas ce qu’est une constitution et encore moins ce qu’elle contient 
La pédagogie commence très tôt et nous avons oublié cela, quand je lit certaines choses je me rend compte que la plupart des gens ne savent pas comment fonctionne l’état c’est désolant",Démocratie et citoyenneté
18370,DC11,"Proportionnelle, tenir compte du vote blanc... Plus de taxes... Annoncer la politique à tenir... Virer la moitié des députés et des sénateurs...",Démocratie et citoyenneté
18405,DC11,Vote obligatoire,Démocratie et citoyenneté
18406,DC11,"L'éducation à la citoyenneté est formellement à revoir.
De plus la propagande des médias qui prennent parti ne permettent pas aux citoyens d'avoir un avis éclairé et de pouvoir voter en connaissance de cause.
Lors des grandes décisions publique, nous devrions associer les citoyens à mon avis selon le protocole intelligemment élaboré de Mr Jean Testard: une commission de citoyens volontaires et tirés au sort non rémunérés que l'on forme au sujet avant de lui demander son avis. Une nouvelle commission est formée pour chaque sujet.",Démocratie et citoyenneté
18414,DC11,"Malheureusement pour pouvoir participer aux élections il faudrait déjà se retrouver dans les idées ou que le vote blanc ai réellement le poid qu'il devrait avoir.

Il faut mettre en place une plate-forme informatique comme une grande boîte à idee sécurisé et que les citoyens puissent donner leurs avis. Il faut que le pouvoir se d'écentralise car Paris n'est pas la France. Les territoires locaux dépendent de personnes loins des préoccupations locales. Un maire devrait avoir plus de pouvoirs qu'un sénateur ou un député. Leurs salaires et avantages devraient être plafonnés. Être politique devrait  mettre le sens commun au dessus de tout et non pensé à ces ambitions personnelle et profiter des avantages des lobing",Démocratie et citoyenneté
18422,DC11,ric,Démocratie et citoyenneté
18424,DC11,Exiger un cassier judiciaire vierge aux candidats,Démocratie et citoyenneté
18426,DC11,Laissé la parole au peuple français,Démocratie et citoyenneté
18435,DC11,"Une carotte, une récompense ou sanction",Démocratie et citoyenneté
18439,DC11,une réelle éducation civique dès l'école primaire et tout au long de la vie.. avec particiapation à des taches d'intéret général,Démocratie et citoyenneté
18461,DC11,Faire d'avantage participer  pour les citoyens par le référendum,Démocratie et citoyenneté
18467,DC11,Des assemblées,Démocratie et citoyenneté
18474,DC11,Trouver des thermes déjà qui les touches et les faires participer,Démocratie et citoyenneté
18494,DC11,RiC,Démocratie et citoyenneté
18495,DC11,Rendre le vote obligatoire  avec amande pour  les abstentionnistes,Démocratie et citoyenneté
18508,DC11,"Obligatoire de voter, ric",Démocratie et citoyenneté
18515,DC11,Que les politiciens tiennent leurs parole.. et surtout qu Ils écoutent le peuple qui a faim malgré leur travail.,Démocratie et citoyenneté
18525,DC11,Référendum d'initiative citoyenne,Démocratie et citoyenneté
18529,DC11,"un vrai dialogue,une vrai communication via le net,le courrier,la presse,tv",Démocratie et citoyenneté
18530,DC11,"Ne pas avoir l'impression d'être pris pour des cons, que les medias soir plus juste, plus libre et plus egalitaire entre tous les partis",Démocratie et citoyenneté
18533,DC11,Vote obligatoire entre 18 et 70 ans..RIC inscrit dans la constitution car le RIP est pas objectif puisque la majorité présidentielle bloque tout.. Donc il faudrait 70 % de citoyens désignés par tirage au sort sur liste électorale..,Démocratie et citoyenneté
18550,DC11,Rendre le votes obligatoires!!,Démocratie et citoyenneté
18551,DC11,Reconnaissance du vote blanc,Démocratie et citoyenneté
18571,DC11,Reconnecter la confiance avec les élus,Démocratie et citoyenneté
18586,DC11,Instorer le vote des lois numériquement obligatoire et protéger,Démocratie et citoyenneté
18592,DC11,"Pour moi plus de démocratie et faudrait aussi annuler les sondages avant les referumdum et les élections chacun devrait faire son choix sans regarder se paramètre. Chacun pourrait se présenter au élections gratuitement peu importe le type d'election, les citoyens devraient avoir la possibillite de révoquer les élues",Démocratie et citoyenneté
18619,DC11,"De nos jours,on ne crois plus a l'état en général, la raison que beaucoup de monde ne vote plus,il faudrait redonner une confiance, mais malheureusement depuis l'euro, nous avons perdu un pouvoir d'achat énorme, alors comment voulez vous que l'on puissent prendre une décision, nous ne serons pas écouter, cela j'en suis sur.beaucoup de monde parle du RIC pourquoi pas...essayons",Démocratie et citoyenneté
18651,DC11,Le citoyen doit pouvoir participer z la création de loi et à la contestation,Démocratie et citoyenneté
18659,DC11,Referendum d initiative citoyenne en toutes matieres,Démocratie et citoyenneté
18665,DC11,Si ils sont d'avantage impliqués dans la vie de la République ça viendra tout seul. Il faut aussi compter les bulletins blancs. Il faut rapprocher le citoyen de la vie de la République,Démocratie et citoyenneté
18669,DC11,"Rendre obligatoire la participation à TOUTES les consultations, tant nationales que locales, mais imposer aux autorités le compte - rendu du suivi des solutions apportées aux questions posées. Si les solutions apportées ne correspondent pas aux réponses des votants, les autorités devront remettre leur (s) mandat(s) en jeu.",Démocratie et citoyenneté
18670,DC11,Rendre le vote obligatoire sous peine de perdre son droit. Prendre en compte le vote blanc et remplacer tous les candidats si il dépasse un certain taux.,Démocratie et citoyenneté
18671,DC11,"Rendre le vote obligatoire, instaurer le ric && Vote obligatoire sous risque de sanctions administratives",Démocratie et citoyenneté
18675,DC11,"Prendre en compte le vote blanc,  afin que les citoyens puissent débouter un candidat qui ne s'engage pas dans une politique d'avancée....",Démocratie et citoyenneté
18684,DC11,le rendre obligatoire,Démocratie et citoyenneté
18686,DC11,Rendre les citoyens égaux,Démocratie et citoyenneté
18687,DC11,Avoir des candidats qui pensent au peuple avant de pensaient à leur petite personne,Démocratie et citoyenneté
18690,DC11,"Plus communiquer, on ne sait pas où partent nos taxes et impôts, il faudrait des comptes rendu sur les dépenses et ""remercier"" le citoyen de sa participation. Les gens se sentirai plus impliqué et je suis certain qu'ils se mobiliserai d'avantage dans la vie citoyenne et politique du pays.",Démocratie et citoyenneté
18705,DC11,RIC,Démocratie et citoyenneté
18706,DC11,"Beaucoup de citoyens se sentent rejetés de la politique et de desinteresse
Quand c est gratuit les gens adhérent..... 
Pourquoi ne pas proposer de voter et offrir un café, chocolat, part de gâteau...preparer un lieu de echange et pas juste des bureaux de vote où on se déplace le dimanche et ça agace parfois, attendre en file 10-20-30min.... A voté et partir..... 
Si les gens savaient qu après le vote ils peuvent un peu se réunir, cela ferait du bien.",Démocratie et citoyenneté
18708,DC11,Pour l'instant les elections ne servent qu'a élire quelqu un qui n est pas d extreme droite,Démocratie et citoyenneté
18717,DC11,"Pourquoi les gens ne vont plus aux urnes ? Absence du vote blanc, méfiance du monde politique pourri jusqu'au os, c'est d'une logique implacable.",Démocratie et citoyenneté
18726,DC11,"Par l intégrité des participants,en parlant plus des programmes que des affaires.
Mettre en place le ric",Démocratie et citoyenneté
18732,DC11,Peut-être tenir compte de leur avis.,Démocratie et citoyenneté
18734,DC11,Des vrais débat télévisé à des heures correcte qu'ils apprennent à l'école la politique une autre histoire,Démocratie et citoyenneté
18760,DC11,"Exiger la copie de la carte d'électeur pour les changements d'adresses , le renouvellement du passeport et de la carte nationale d'identité et pour obtenir l'avis d'imposition en ligne ou par la poste , l'envoie gratuit de la copie de la carte d'électeur dans l'année du scrutin.",Démocratie et citoyenneté
18777,DC11,Déprofessionnalisation de la vie politique,Démocratie et citoyenneté
18781,DC11,Être plus honnête dans les propos ceux qui se présentent ne tiennent jamais leur paroles,Démocratie et citoyenneté
18786,DC11,"Je pense que l'engagement citoyen dont politique peut et devrait être introduit dès le plus jeune âge, c'est donc à l'école que je pense qu'il est le plus urgent d'intervenir. À part les élections annuelles de délégués de classe, il n'y a absolument aucune familiarisation avec l'idée de prendre part à la vie dans la classe, et ceci devrait changer. Nous pourrions avoir une matière qui, à petite dose bien-sûr, permettrait aux élèves de prendre des décisions (mentalement par un positionnement et physiquement par un vote par exemple), de s'exprimer face à leur choix, se débattre à leur échelle etc... La philosophie est, selon moi, également une matière à implémenter dès l'école primaire, en l'adaptant à l'âge et aux capacités des enfants.",Démocratie et citoyenneté
18795,DC11,"rendre le vote obligatoire 
et tenir compte des reponses aux votes (non a maastricht)",Démocratie et citoyenneté
18816,DC11,"En donnant des informations  apolitique , permettant ainsi aux citoyens de se former leurs propres idées",Démocratie et citoyenneté
18819,DC11,Que les votes soient réels et que les politiques soient moins menteurs.,Démocratie et citoyenneté
18823,DC11,Réorganiser des élections si il y a trop d'abstention ou tirer au sort comme en Suisse. Les elus ne représentent qu'eux même,Démocratie et citoyenneté
18852,DC11,"Démocratie directe avec mandats impératifs et révocabilité des mandatés. 
Fédéralisme libertaire basé sur les Communes.",Démocratie et citoyenneté
18854,DC11,Le manque de moralites des elus.leurs mensonges.leur cupidite sont la cause de ce desavoeu des francais,Démocratie et citoyenneté
18862,DC11,"C'est aux élus, de redonner confiance  afin de ramener vers les urnes les citoyens",Démocratie et citoyenneté
18867,DC11,Prendre en compte le vite blanc et l'abstention,Démocratie et citoyenneté
18894,DC11,"rendre le vote obligatoire avec amende à la clé, voter en semaine si c'est obligatoire. donner la parole à tous , trop de petits candidats au dernières élections n'ont pas eu la parole à la TV ou dans les débats. Prendre en compte le vote blanc et si le vote blanc gagne on doit refaire l'élection",Démocratie et citoyenneté
18903,DC11,Les prendre plus en Co siderations et peut être faire des débat avec les maires et pouvoirs en discuter librement et pouvoir débattre de tout les programmes des candidats,Démocratie et citoyenneté
18916,DC11,Il faut les faire participer! Demander leurs opinions les informer correctement sur leurs choix,Démocratie et citoyenneté
18924,DC11,"Revoir toute l’organisation de la V république. Le système est corrompu jusqu’à la moelle, il est impossible aujourd’hui d’en tirer quelque chose de bien.
A quoi bon voter, ce n’est que mensonges et magouilles.
Je pense aux glyphosates, promis dans un premier temps et puis finalement l’interdiction a disparue, à la loi sur l’évasion fiscale qui est une mascarade, à la transition écologique qui n’est considérée que comme un moyen de faire de la croissance, alors que justement, le problème c’est la croissance. 
Donc mettre en place un système sain, sans corruption.",Démocratie et citoyenneté
18926,DC11,Vote obligatoire ..si une élection n atteint pas un certain % revoter .casier judiciaire vierge  pour les élus,Démocratie et citoyenneté
18942,DC11,"Il faut que les hommes politiques arrête de nous mentir, de nous voler, il doivent s'engager devant la loi et ont devraient pouvoir les mettre en justice si ils ne respectent pas ceux pourquoi ils ont étaient élues",Démocratie et citoyenneté
18956,DC11,"La sensibilisation a la politiqur dés le plus jeune age avec des cours d’education civique une fois par quinzaine au lycée , ameliorer la qualite des debats televisés sur les chaines publiques , offrire une baisse de l’ir de 1% à chaque vote",Démocratie et citoyenneté
18959,DC11,Rendre obligatoire les votes et les élections.....,Démocratie et citoyenneté
18961,DC11,Inscrire instinctivement tout les citoyens sur les listes,Démocratie et citoyenneté
18962,DC11,Pénalités en cas de non côté,Démocratie et citoyenneté
18974,DC11,"Il y a beaucoup de choses à dire mais je retiendrai ces la: 
- Avoir une véritable équité de médiatisations des différents parti au niveau médiatique. 
- L'ouverture systématique d'enquêtes sur toute personne/parti qui se présente pour les élections présidentielle ainsi qu'une étude précise de leur passé judiciaire mais aussi philosophique"". Ceci pourrai être fais par les ""grands journaux"" si ils faisaient leur travail par exemple.",Démocratie et citoyenneté
18982,DC11,Pour inciter le peuple a aller voter d'abord il faudrait que tous les candidats aient un casier vierge que le peuple n'ai pas l'impression que tous les politiques soient des voleurs que les électeurs n'ai pas l'impression que leur voix ne sert a rien  que les candidats arrête de prendrent les électeurs pour des lapins de 3 semaines avec leurs mensonges et avant tout mettre en place le RIC élire un président c'est bien mais faire en sorte que le président et ces apôtres ne puissent prendre une grosse décision qu'avec l'accord du peuple c'est mieux,Démocratie et citoyenneté
18988,DC11,obligation du vote . et tirage au sort  des citoyens au même nombre d élus dans une ville pour une équité,Démocratie et citoyenneté
18991,DC11,Faudrais être ecouter et pas etre pris pour des cons,Démocratie et citoyenneté
19001,DC11,Prise en compte si vote blanc. Possibilité de proposer une loi en vote a l'assemblé si celle-ci recueille un certain nombre de signatures de citoyens,Démocratie et citoyenneté
19005,DC11,Il faut à la fois rendre le vote obligatoire et prendre en considération le vote blanc. Il faudrait également faire des réunions explicative avant d'entamer toutes réformes importantes et prendre en compte les avis des citoyens qui peuvent emmaner des réunions en questions.,Démocratie et citoyenneté
19006,DC11,"Reconnaître le vote blanc, pénaliser ceux qui ne vont pas voter. Créer des Conseils citoyens, interroger les citoyens lors de débats sur des sujets spécifiques",Démocratie et citoyenneté
19034,DC11,"RIC ! Le référendum d'initiative citoyenne est une vrai bonne idée ! Il pourrait même être fait via un internet sécurisé pour que tt le monde y ai accès !  Évidemment les décisions militaire, de renseignements...etc... doivent être exclus de ces référendum !",Démocratie et citoyenneté
19042,DC11,Rendre le vote obligatoire et instaurer le ric,Démocratie et citoyenneté
19081,DC11,Association,Démocratie et citoyenneté
19094,DC11,Un vote obligatoire pour tous le monde en comptabilisent les vote blanc sous peine d'amande,Démocratie et citoyenneté
19156,DC11,"Établir un droit de vote à plusieurs niveaux ( comme un permis véhicules) local, régional, central. Décider localement d’un ralentisseur dans son lotissement n’a pas la même portée que l’abolition de l’esclavage ou la peine de mort. Je conduis une voiture mais ne sait pas conduire un semi-remorque. De même ma voix ne peut pas compter autant que celle d’un idiot aviné qui vient voter alcoolisé ou défoncé.
Le respect du vote : on a voté contre Maastricht et on est quand même dans l’Europe. Scandaleux (et pourtant je suis pro européen).
Suivre les exemples canadiens et suisse de la votation.
Regrouper toutes les élections en une fois avec bulletins de vote multiple (Cf USA). Donner du temps au temps : le mandat court des élus empêche de penser long terme. Et use les électeurs. 
Rallonger la durée des mandats, tous votés en une fois, avec permis différents selon l’électeur. Possibilité d’interaction par les référendums. Diminution drastique du nombre d’élus et des assemblées, des émoluments et des cumuls, modifications profondes des retraites et avantages des élus au service du peuple et non l’inverse.",Démocratie et citoyenneté
19167,DC11,Que les élus soient crédibles et pensent plus aux citoyens qu’à leur propre réussite et à leur guéguerre d’égo et de partis.,Démocratie et citoyenneté
19171,DC11,"Les citoyens ne votent plus car les élus ne tiennent jamais leurs promesses. Inciter les citoyens à voter est une utopie. On voté un programme et non une personne. Conclusion, comme les élus  ne se présentent que pour posséder le pouvoir absolu,  Macron est le meilleur de ceux là,  nous sommes invités naturellement à ne plus voter, ou à voter blanc,ou à voter contre quelqu'un..",Démocratie et citoyenneté
19190,DC11,Vote obligatoire,Démocratie et citoyenneté
19198,DC11,Écouter les citoyens et répondre à leurs attentes.,Démocratie et citoyenneté
19203,DC11,"Il faut les toucher dans leur vie quotidienne et locale . il faut organiser des ateliers collaboratifs de manière très régulière afin que l'on puisse être disponible à un moment pour participer et partager sur les choses à faire au niveau local premièrement par exemple réfection des voies, améliorations diverses dans la ville création de crèche etc.. Leur donner une vision budgétaire. Bref avec de la transparence leur donner le sens de la construction collective. Et de toute évidence METTRE ENFIN LE RIC REFERENDUM D INITITATION CITOYENNE en place!!!!!!!!!!!!!!!",Démocratie et citoyenneté
19206,DC11,"La France a fait des référendums et l état n en n a jamais tenu compte 
Dans un premier temps montrer au français écœures par cet attitude à reprendre confiance car nous demander de voter et faire le contraire de notre volonté a justement mené au fait que la moitié des français ne votent plus 
Ne plus prendre les gens pour des abrutis finis 
Leur donner la parole et l entendre 
Nous impliquer dans les réflexions et les progrès à l heure du numérique c est possible 
Ne pas essayer de noyer les erreurs gouvernementales avec des pirouettes 
Ne pas nous expliquer que nous devons faire des efforts financiers alors que l état n en fait pas 
Ne pas cacher une loi derrière une autre qui dérangerai moins 
Être honnête avec nous pour une fois",Démocratie et citoyenneté
19217,DC11,Avoir de bonnes personnes qui nous représente. Ou le rendre obligatoire,Démocratie et citoyenneté
19227,DC11,Pas d’élections c’est anti-démocratique. Pas de parlement pas de sénat pas de ministres. La politique est l’affaire de chaque citoyens. C’est à eux de décider en tout et toute chose tout le temps. Le politique est un poison.,Démocratie et citoyenneté
19231,DC11,"Comptabiliser le vote blanc serait déjà un énorme pas en avant. Ensuite, ne plus décevoir, si les gens ne votent plus, la raison principale est le fait que les promesses de campagne ne soit pas tenues. Forcément au bout d'un moment, nous sommes lassés. Le vote blanc serait également un bon moyen d'éviter ce fameux 2 tour Extreme Droite VS le bon choix !",Démocratie et citoyenneté
19245,DC11,Obligation de voter et mettre en place le RIC en toute matière,Démocratie et citoyenneté
19250,DC11,Arretez de tricher avec les medias qui selectionne certains candidats etdescredites les autres prendre en compte les vote blanc pour que nous ayons plus envie de voter sans avoir limpression de cette fait duper,Démocratie et citoyenneté
19252,DC11,Une pénalité,Démocratie et citoyenneté
19266,DC11,Rendre. Le vote obligatoire cela rendrait les citoyens plus responsable du pays,Démocratie et citoyenneté
19272,DC11,Rendre le vote obligatoire et développer les démarches représentatives citoyennes,Démocratie et citoyenneté
19275,DC11,les impliquer dans la prise de décisions,Démocratie et citoyenneté
19276,DC11,"Obligation de votée, par vote informatique",Démocratie et citoyenneté
19289,DC11,Être efficace lors des campagnes de communication afin de pouvoir toucher le Plus grand nombre.,Démocratie et citoyenneté
19298,DC11,Vote numerique,Démocratie et citoyenneté
19305,DC11,"Il suffirait par exemple d’avoir des politiciens proche du peuple et de ses intérêts plutôt que des castes d’élus qui ne pensent qu’à leurs intérêts personnels , avoir un réel changement démocratique (référendum, assemblée citoyenne) et mettre fin aux privilèges exorbitants dans élus. Toujours les mêmes idéologies au pouvoir ce n’est plus possible (plus de politique FRANÇAISE, moins européenne)",Démocratie et citoyenneté
19317,DC11,"En arrêtant d'être des guignols hors sol qui sortent d'écoles-usines à clones... c'est vous le problème, cherchez pas plus loin.",Démocratie et citoyenneté
19319,DC11,Participez aux conseil municipal,Démocratie et citoyenneté
19322,DC11,Prendre en conte le vote blanc ou nul,Démocratie et citoyenneté
19323,DC11,Faire en sorte de les impliquer en écoutant leurs revendications.,Démocratie et citoyenneté
19334,DC11,"De mieux comprendre les sujets car beaucoup ne connaissances pas vraiment les fonctionnement des loi! 
Est être formé ou informé par certains personnes qui connais parfaitement bien les loi.",Démocratie et citoyenneté
19345,DC11,Intéresser les citoyens  aux réformes constructives et démocratique s,Démocratie et citoyenneté
19355,DC11,"Créer des lieux dédiés pour que les citoyens puissent s'informer sur les mécanismes de la politique, se rencontrer, echanger, proposer. Des maisons de la citoyenneté. Des lieux de rassemblement sans but lucratif. 
Reconnaitre le vote blanc permettrai de comptabiliser les personnes qui ont un avis mais ne sont pas représentées. 
L'education (ecole et parents) doit permettre aux enfants de réaliser que leurs decisions ont des impactes sur les autres, et doit responsabiliser et enseigner à agir ensemble et pour le bien commun.",Démocratie et citoyenneté
19359,DC11,"Changer les politiciens, ne plus prendre des énarque qui ne connaissent rien à la vie, Ou les payer au smic sans indemnités",Démocratie et citoyenneté
19375,DC11,"Il faut un gouvernement moins arriviste et plus sérieux. Arrêter tout de suite les violences policières c'est la honte pour la france et l'image dictature. Réduire de suite les dépenses outrageantes de l'état, de cesser de payer tout ancien président et haut fonctionnaires, plafonner toutes rémunération pour le président, gouvernement, sénateur...
De trouver des hébergements pour les sdf marre de marcher dans les rue, Metro et de voir toute cette misère et pensez vous que c'est une bonne image pour les touristes ??? 
Négocier avec lE patronat, mons de lobbyistes de suite. 
À 60 and je n'ai jamais vu autant de désordre et une police faire autant de bavure ! Ce sont des Français  PaS des chiens comme on voit sur les images  dégoûtantes !!!
Et pour finir se demander pourquoi la france est encore lE seul pays qui détruit des vies et dont beaucoup chaque année les jeunes s'enfuient de ce pays de dictature 
J'ai honte de ce pays et me prépare à le quitter je ne cautionne pas ce genre de politique 
Bien cordialement",Démocratie et citoyenneté
19379,DC11,Ils devraient justifier de leur absence ou s'exposer à une amende forfaitaire,Démocratie et citoyenneté
19388,DC11,Les faire participer prendre leur avis,Démocratie et citoyenneté
19392,DC11,"Ce problème est plutôt à régler en profondeur. Si les gens ne votent plus c'est car ils se sentent mal représentés, mal écoutés. Il faut tout bonnement plus de démocratie et une meilleure représentation citoyenne.",Démocratie et citoyenneté
19399,DC11,Avoir une démocratie comme en Suisse,Démocratie et citoyenneté
19405,DC11,Utiliser le referendum sur de vraies questions graves et importantes. Rendre tous les votes obligatoires.,Démocratie et citoyenneté
