id1	id2	type	title	id0
118	UXVlc3Rpb246MTE4	Libre	Si oui, de quelle manière ?	36
119	UXVlc3Rpb246MTE5	Libre	Que faudrait-il faire aujourd'hui pour mieux associer les citoyens aux grandes orientations et à la décision publique ? Comment mettre en place une démocratie plus participative ?	37
120	UXVlc3Rpb246MTIw	QCM	Faut-il faciliter le déclenchement du référendum d'initiative partagée (le RIP est organisé à l'initiative de membres du Parlement soutenu par une partie du corps électoral) qui est applicable depuis 2015 ?	38
121	UXVlc3Rpb246MTIx	Libre	Si oui, comment ?	39
122	UXVlc3Rpb246MTIy	Libre	Que faudrait-il faire pour consulter plus directement les citoyens sur l'utilisation de l'argent public, par l'Etat et les collectivités ?	40
123	UXVlc3Rpb246MTIz	Libre	Quel rôle nos assemblées, dont le Sénat et le Conseil économique, social et environnemental, doivent-elles jouer pour représenter nos territoires et la société civile ?	41
124	UXVlc3Rpb246MTI0	QCM	Faut-il les transformer ?	42
125	UXVlc3Rpb246MTIx	Libre	Si oui, comment ?	43
127	UXVlc3Rpb246MTI3	Libre	Que proposez-vous pour renforcer les principes de la laïcité dans le rapport entre l'Etat et les religions de notre pays ?	44
128	UXVlc3Rpb246MTI4	Libre	Comment garantir le respect par tous de la compréhension réciproque et des valeurs intangibles de la République ?	45
129	UXVlc3Rpb246MTI5	Libre	Que faudrait-il faire aujourd'hui pour renforcer l'engagement citoyen dans la société ?	46
130	UXVlc3Rpb246MTMw	Libre	Quels sont les comportements civiques qu'il faut promouvoir dans notre vie quotidienne ou collective ?	47
131	UXVlc3Rpb246MTMx	Libre	Que faudrait-il faire pour favoriser le développement de ces comportements civiques et par quels engagements concrets chacun peut-il y participer ?	48
132	UXVlc3Rpb246MTMy	Libre	Que faudrait-il faire pour valoriser l'engagement citoyen dans les parcours de vie, dans les relations avec l'administration et les pouvoirs publics ?	49
133	UXVlc3Rpb246MTMz	Libre	Quelles sont les incivilités les plus pénibles dans la vie quotidienne et que faudrait-il faire pour lutter contre ces incivilités ?	50
134	UXVlc3Rpb246MTM0	Libre	Que peuvent et doivent faire les pouvoirs publics pour répondre aux incivilités ?	51
135	UXVlc3Rpb246MTM1	Libre	Quel pourrait être le rôle de chacun pour faire reculer les incivilités dans la société ?	52
136	UXVlc3Rpb246MTM2	Libre	Quelles sont les discriminations les plus répandues dont vous êtes témoin ou victime ?	53
137	UXVlc3Rpb246MTM3	Libre	Que faudrait-il faire pour lutter contre ces discriminations et construire une société plus solidaire et plus tolérante ?	54
138	UXVlc3Rpb246MTM4	QCM	Pensez-vous qu'il faille instaurer des contreparties aux différentes allocations de solidarité ?	55
139	UXVlc3Rpb246MTM5	Libre	Si oui, lesquelles ?	56
141	UXVlc3Rpb246MTQx	Libre	Que pensez-vous de la situation de l'immigration en France aujourd'hui et de la politique migratoire ? Quelles sont, selon vous, les critères à mettre en place pour définir la politique migratoire ?	57
142	UXVlc3Rpb246MTQy	Libre	En matière d'immigration, une fois nos obligations d'asile remplies, souhaitez-vous que nous puissions nous fixer des objectifs annuels définis par le Parlement ?	58
143	UXVlc3Rpb246MTQz	Libre	Que proposez-vous afin de répondre à ce défi qui va durer ?	59
144	UXVlc3Rpb246MTQ0	Libre	Quelles sont, selon vous, les modalités d'intégration les plus efficaces et les plus justes à mettre en place aujourd'hui dans la société ?	60
145	UXVlc3Rpb246MTQ1	Libre	Y a-t-il d'autres points sur la démocratie et la citoyenneté sur lesquels vous souhaiteriez vous exprimer ?	61
169	UXVlc3Rpb246MTY5	Libre	Que pensez-vous de l'organisation de l'Etat et des administrations en France ? De quelle manière cette organisation devrait-elle évoluer ?	62
170	UXVlc3Rpb246MTcw	QCM	Selon vous, l'Etat doit-il aujourd'hui transférer de nouvelles missions aux collectivités territoriales ?	63
171	UXVlc3Rpb246MTM5	Libre	Si oui, lesquelles ?	64
204	UXVlc3Rpb246MjA0	QCM	Estimez-vous avoir accès aux services publics dont vous avez besoin ?	65
172	UXVlc3Rpb246MTcy	Libre	Si non, quels types de services publics vous manquent dans votre territoire et qu'il est nécessaire de renforcer ?	66
174	UXVlc3Rpb246MTc0	Libre	Quels nouveaux services ou quelles démarches souhaitez-vous voir développées sur Internet en priorité ?	67
175	UXVlc3Rpb246MTc1	QCM	Avez-vous déjà utilisé certaines de ces nouvelles formes de services publics ?	68
176	UXVlc3Rpb246MTc2	QCM	Si oui, en avez-vous été satisfait ?	69
177	UXVlc3Rpb246MTc3	Libre	Quelles améliorations préconiseriez-vous ?	70
178	UXVlc3Rpb246MTc4	Libre	Quand vous pensez à l'évolution des services publics au cours des dernières années, quels sont ceux qui ont évolué de manière positive ?	71
179	UXVlc3Rpb246MTc5	Libre	Quels sont les services publics qui doivent le plus évoluer selon vous ?	72
180	UXVlc3Rpb246MTgw	QCM	Connaissez-vous le "droit à l'erreur", c'est-à-dire le droit d'affirmer votre bonne foi lorsque vous faites un erreur dans vos déclarations ?	73
181	UXVlc3Rpb246MTgx	QCM	Si oui, avez-vous déjà utilisé ce droit à l'erreur ?	74
182	UXVlc3Rpb246MTgy	Libre	Si oui, à quelle occasion en avez-vous fait usage ?	75
183	UXVlc3Rpb246MTgz	Libre	Pouvez-vous identifier des règles que l'administration vous a déjà demandé d'appliquer et que vous avez jugées inutiles ou trop complexes ?	76
184	UXVlc3Rpb246MTg0	QCM	Faut-il donner plus d'autonomie aux fonctionnaires de terrain ?	77
185	UXVlc3Rpb246MTIx	Libre	Si oui, comment ?	78
186	UXVlc3Rpb246MTg2	QCM	Faut-il revoir le fonctionnement et la formation de l'administration ?	79
187	UXVlc3Rpb246MTIx	Libre	Si oui, comment ?	80
188	UXVlc3Rpb246MTg4	Libre	Comment l'Etat et les collectivités territoriales peuvent-ils s'améliorer pour mieux répondre aux défis de nos territoires les plus en difficulté ?	81
191	UXVlc3Rpb246MTkx	Libre	Si vous avez été amené à chercher une formation, pouvez-vous indiquer les éléments de satisfaction et/ou les difficultés rencontrés en précisant, pour chaque point, l'administration concernée :	82
192	UXVlc3Rpb246MTky	Libre	Si vous avez été amené à scolariser votre enfant, pouvez-vous indiquer les éléments de satisfaction et/ou les difficultés rencontrés en précisant, pour chaque point, l'administration concernée :	83
193	UXVlc3Rpb246MTkz	Libre	Si vous avez été amené à chercher un emploi, pouvez-vous indiquer les éléments de satisfaction et/ou les difficultés rencontrés en précisant, pour chaque point, l'administration concernée :	84
194	UXVlc3Rpb246MTk0	Libre	Si vous avez été amené à préparer votre retraite, pouvez-vous indiquer les éléments de satisfaction et/ou les difficultés rencontrés en précisant, pour chaque point, l'administration concernée :	85
195	UXVlc3Rpb246MTk1	Libre	Si vous avez été amené à demander un remboursement de soins de santé, pouvez-vous indiquer les éléments de satisfaction et/ou les difficultés rencontrés en précisant, pour chaque point, l'administration concernée :	86
196	UXVlc3Rpb246MTk2	Libre	Si vous avez été amené à faire une demande d'aide pour une situation de handicap, pouvez-vous indiquer les éléments de satisfaction et/ou les difficultés rencontrés en précisant, pour chaque point, l'administration concernée :	87
198	UXVlc3Rpb246MTk4	Libre	Si vous avez été amené à créer une entreprise, pouvez-vous indiquer les éléments de satisfaction et/ou les difficultés rencontrés en précisant, pour chaque point, l'administration concernée :	88
199	UXVlc3Rpb246MTk5	Libre	Si vous avez été amené à recruter du personnel, pouvez-vous indiquer les éléments de satisfaction et/ou les difficultés rencontrés en précisant, pour chaque point, l'administration concernée :	89
200	UXVlc3Rpb246MjAw	Libre	Si vous avez été amené à former du personnel, pouvez-vous indiquer les éléments de satisfaction et/ou les difficultés rencontrés en précisant, pour chaque point, l'administration concernée :	90
201	UXVlc3Rpb246MjAx	Libre	Si vous avez été amené à rémunérer du personnel, pouvez-vous indiquer les éléments de satisfaction et/ou les difficultés rencontrés en précisant, pour chaque point, l'administration concernée :	91
202	UXVlc3Rpb246MjAy	Libre	Si vous avez été amené à mettre fin à votre activité, pouvez-vous indiquer les éléments de satisfaction et/ou les difficultés rencontrés en précisant, pour chaque point, l'administration concernée :	92
203	UXVlc3Rpb246MjAz	Libre	Si vous avez été amené à recruter une personne portant un handicap, pouvez-vous indiquer les éléments de satisfaction et/ou les difficultés rencontrés en précisant, pour chaque point, l'administration concernée :	93
189	UXVlc3Rpb246MTg5	Libre	Y a-t-il d'autres points sur l'organisation de l'Etat et des services publics sur lesquels vous souhaiteriez vous exprimer ?	94
